Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,673,216.0,491.0,42.0,69.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,773,188.0,462.0,44.0,66.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,873,172.0,430.0,44.0,63.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,973,181.0,338.0,34.0,34.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,1073,115.0,203.0,72.0,55.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,1173,64.0,102.0,100.0,71.0,NRIM/CDS/No26B/1998 fCE
21.05,31.76,0.012,1.34,0.5,0.0,0.45,0,0,0.0,0.0,0.06,0.0114,0.05,0.0,0.014,0.007,0.028,0.52,0,0,1423.0,360.0,1.0,0.0,111.4304721,2.0,2.9,1,1273,35.0,58.0,128.0,89.0,NRIM/CDS/No26B/1998 fCE
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,298,226.0,545.0,52.0,77.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,373,204.0,503.0,50.0,80.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,473,186.0,480.0,46.0,75.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,573,159.0,478.0,47.0,74.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,673,166.0,482.0,49.0,68.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,773,148.0,477.0,51.0,66.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,873,143.0,433.0,46.0,58.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,973,137.0,326.0,48.0,46.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,1073,117.0,194.0,82.0,65.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,1173,70.0,112.0,105.0,77.0,NRIM/CDS/No26B/1998 fCF
20.65,32.08,0.03,1.19,0.56,0.0,0.29,0,0,0.0,0.0,0.06,0.024,0.055,0.0,0.015,0.005,0.37,0.25,0,0,,,,,73.51669472,1.0,3.0,1,1273,42.0,68.0,89.0,80.0,NRIM/CDS/No26B/1998 fCF
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,298,240.0,590.0,48.0,76.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,373,190.0,540.0,49.0,74.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,473,170.0,510.0,46.0,72.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,573,150.0,510.0,47.0,67.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,673,150.0,510.0,49.0,62.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,773,170.0,510.0,50.0,62.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,873,140.0,470.0,48.0,64.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,973,130.0,370.0,53.0,52.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1073,130.0,210.0,95.0,73.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1173,74.0,120.0,113.0,84.0,NRIM/CDS/No27A/1983 fdA
20.9,34.45,0.11,0.95,0.44,0.0,0.43,0,0,0.0,0.0,0.08,0.013,0.06,0.0,0.014,0.008,0.33,0.46,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1273,50.0,76.0,94.0,92.0,NRIM/CDS/No27A/1983 fdA
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,298,270.0,600.0,46.0,65.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,373,240.0,560.0,47.0,64.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,473,220.0,530.0,41.0,61.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,573,200.0,530.0,45.0,57.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,673,200.0,530.0,47.0,57.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,773,190.0,530.0,48.0,51.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,873,180.0,500.0,48.0,54.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,973,160.0,410.0,43.0,41.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,1073,140.0,220.0,81.0,60.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,1173,94.0,130.0,74.0,64.0,NRIM/CDS/No27A/1983 fdB
20.7,31.83,0.02,1.13,0.39,0.0,0.48,0,0,0.0,0.0,0.32,0.01,0.09,0.0,0.013,0.007,0.32,0.5,0,0,1413.0,1800.0,1.0,0.0,42.22425314,2.0,1.282,2,1273,66.0,87.0,78.0,75.0,NRIM/CDS/No27A/1983 fdB
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,298,240.0,580.0,49.0,76.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,373,220.0,540.0,47.0,76.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,473,190.0,520.0,44.0,71.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,573,180.0,510.0,45.0,71.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,673,160.0,510.0,50.0,68.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,773,150.0,500.0,49.0,63.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,873,160.0,470.0,48.0,58.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,973,130.0,370.0,42.0,45.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1073,120.0,220.0,98.0,70.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1173,72.0,120.0,106.0,82.0,NRIM/CDS/No27A/1983 fdC
20.35,33.09,0.1,0.94,0.47,0.0,0.45,0,0,0.0,0.0,0.1,0.012,0.07,0.0,0.013,0.009,0.32,0.45,0,0,1423.0,660.0,1.0,0.0,84.44850629,3.0,1.6,2,1273,48.0,74.0,99.0,88.0,NRIM/CDS/No27A/1983 fdC
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,298,230.0,600.0,47.0,75.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,373,210.0,550.0,45.0,73.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,473,190.0,520.0,41.0,72.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,573,170.0,520.0,44.0,65.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,673,170.0,520.0,44.0,61.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,773,150.0,520.0,45.0,56.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,873,150.0,480.0,42.0,58.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,973,140.0,370.0,44.0,45.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,1073,120.0,210.0,97.0,71.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,1173,73.0,120.0,111.0,86.0,NRIM/CDS/No27A/1983 fdD
20.19,32.37,0.09,0.92,0.46,0.0,0.45,0,0,0.0,0.0,0.08,0.017,0.07,0.0,0.014,0.006,0.27,0.44,0,0,1423.0,660.0,1.0,0.0,103.9683067,3.0,1.6,2,1273,49.0,75.0,98.0,92.0,NRIM/CDS/No27A/1983 fdD
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,298,230.0,570.0,48.0,70.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,373,200.0,530.0,48.0,70.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,473,170.0,510.0,44.0,68.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,573,170.0,510.0,46.0,58.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,673,160.0,510.0,49.0,60.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,773,150.0,510.0,52.0,56.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,873,140.0,460.0,49.0,60.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,973,140.0,370.0,42.0,40.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,1073,130.0,210.0,83.0,64.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,1173,76.0,120.0,82.0,83.0,NRIM/CDS/No27A/1983 fdE
20.3,31.86,0.04,1.06,0.53,0.0,0.49,0,0,0.0,0.0,0.34,0.01,0.07,0.0,0.014,0.05,0.32,0.52,0,0,1413.0,1800.0,1.0,0.0,59.71411146,2.0,0.56,2,1273,49.0,71.0,87.0,95.0,NRIM/CDS/No27A/1983 fdE
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,298,270.0,590.0,48.0,65.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,373,240.0,550.0,45.0,64.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,473,220.0,530.0,44.0,61.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,573,200.0,530.0,44.0,57.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,673,200.0,530.0,47.0,55.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,773,190.0,530.0,49.0,55.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,873,180.0,500.0,47.0,52.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,973,170.0,410.0,37.0,36.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,1073,140.0,220.0,66.0,54.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,1173,90.0,130.0,80.0,65.0,NRIM/CDS/No27A/1983 fdF
20.24,31.83,0.09,1.16,0.5,0.0,0.46,0,0,0.0,0.0,0.31,0.01,0.1,0.0,0.017,0.01,0.37,0.5,0,0,1413.0,1800.0,1.0,0.0,48.50293013,2.0,1.205,2,1273,63.0,83.0,73.0,72.0,NRIM/CDS/No27A/1983 fdF
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,298,240.0,620.0,60.0,74.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,373,219.0,533.0,49.0,75.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,473,232.0,485.0,42.0,73.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,573,174.0,478.0,36.0,66.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,673,166.0,482.0,36.0,63.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,773,168.0,474.0,38.0,66.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,823,156.0,464.0,37.0,63.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,873,150.0,441.0,36.0,61.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,923,146.0,410.0,36.0,59.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,973,160.0,369.0,37.0,52.0,NRIM/CDS/No28B/2001 AEA
17.85,12.0,0.04,1.71,0.6,0.74,0.019,0,0,0.031,0.0,0.05,0.0284,0.07,0.0012,0.02,0.005,0.29,0.019,0,0,,,,,337.7940252,1.0,3.35,1,1023,161.0,314.0,35.0,42.0,NRIM/CDS/No28B/2001 AEA
